City,month_year,PM2.5,PM10,NO,NO2,CO,latitude,longitude
Chennai,2017-11,1304.03,0.0,303.33,705.1,23.56,13.0836939,80.270186
Chennai,2017-12,1726.68,0.0,324.22,720.72,8.95,13.0836939,80.270186
Chennai,2018-01,2355.69,0.0,344.71,559.73,18.82,13.0836939,80.270186
Chennai,2018-02,1597.16,0.0,310.24,487.14,23.7,13.0836939,80.270186
Chennai,2018-03,1615.01,0.0,313.53000000000003,509.09,29.03,13.0836939,80.270186
Chennai,2018-04,1012.25,0.0,485.3,681.41,24.72,13.0836939,80.270186
Chennai,2018-05,1215.35,0.0,491.01,1044.56,29.47,13.0836939,80.270186
Chennai,2018-06,1607.0,0.0,301.23,676.42,24.14,13.0836939,80.270186
Chennai,2018-07,1595.6299999999999,0.0,283.38,652.81,25.21,13.0836939,80.270186
Chennai,2018-08,1340.46,0.0,307.0,604.87,25.18,13.0836939,80.270186
Chennai,2018-09,1410.14,0.0,325.2,502.17,25.65,13.0836939,80.270186
Chennai,2018-10,1548.8,0.0,364.96,540.5,29.64,13.0836939,80.270186
Chennai,2018-11,1679.29,0.0,331.07,535.33,30.43,13.0836939,80.270186
Chennai,2018-12,2055.32,0.0,312.47,524.99,31.71,13.0836939,80.270186
Chennai,2019-01,1924.78,0.0,198.71,394.33,28.94,13.0836939,80.270186
Chennai,2019-02,1482.54,0.0,168.65,327.6,27.59,13.0836939,80.270186
Chennai,2019-03,1592.79,0.0,484.41,606.47,24.4,13.0836939,80.270186
Chennai,2019-04,1032.3,0.0,213.0,383.77,30.57,13.0836939,80.270186
Chennai,2019-05,1384.23,0.0,324.37,537.53,32.58,13.0836939,80.270186
Chennai,2019-06,1474.04,293.25,270.28,601.07,30.59,13.0836939,80.270186
Chennai,2019-07,1279.95,438.11,243.54,585.26,27.05,13.0836939,80.270186
Chennai,2019-08,811.91,1095.55,254.33,551.34,23.1,13.0836939,80.270186
Chennai,2019-09,861.68,1426.69,176.96,390.04,26.04,13.0836939,80.270186
Chennai,2019-10,1211.67,1855.04,322.64,554.55,25.45,13.0836939,80.270186
Chennai,2019-11,1646.35,2994.25,279.94,446.37,19.78,13.0836939,80.270186
Chennai,2019-12,1335.14,1785.96,222.06,537.18,19.28,13.0836939,80.270186
Chennai,2020-01,1371.12,1996.74,270.86,488.76,26.19,13.0836939,80.270186
Chennai,2020-02,1073.39,1959.75,263.44,398.68,23.71,13.0836939,80.270186
Chennai,2020-03,988.18,1286.11,261.5,295.54,21.71,13.0836939,80.270186
Chennai,2020-04,463.6,1566.82,195.79,263.24,18.56,13.0836939,80.270186
Chennai,2020-05,585.88,708.11,199.82,245.73,26.56,13.0836939,80.270186
Chennai,2020-06,883.46,1564.76,272.6,355.13,32.44,13.0836939,80.270186
Chennai,2020-07,15.95,4.85,6.22,10.72,1.02,13.0836939,80.270186
Coimbatore,2019-06,639.46,824.15,138.63,133.19,21.24,11.0018115,76.9628425
Coimbatore,2019-07,929.72,1253.3,336.25,424.38,37.84,11.0018115,76.9628425
Coimbatore,2019-08,672.74,880.4,292.86,268.21,44.51,11.0018115,76.9628425
Coimbatore,2019-09,665.01,931.72,254.22,244.91,47.69,11.0018115,76.9628425
Coimbatore,2019-10,744.34,934.01,262.02,396.02,55.26,11.0018115,76.9628425
Coimbatore,2019-11,1075.79,1365.72,324.88,751.12,18.13,11.0018115,76.9628425
Coimbatore,2019-12,1191.96,1486.67,619.42,720.59,21.91,11.0018115,76.9628425
Coimbatore,2020-01,1185.64,1572.2,142.52,1185.09,8.05,11.0018115,76.9628425
Coimbatore,2020-02,1153.96,1513.91,17.27,1014.36,17.56,11.0018115,76.9628425
Coimbatore,2020-03,981.59,1337.84,20.23,1455.49,20.71,11.0018115,76.9628425
Coimbatore,2020-04,676.63,785.51,25.63,1850.11,20.37,11.0018115,76.9628425
Coimbatore,2020-05,665.91,881.91,7.9,1039.64,30.21,11.0018115,76.9628425
Coimbatore,2020-06,436.55,627.89,0.0,1265.06,19.54,11.0018115,76.9628425
Coimbatore,2020-07,0.0,0.0,0.0,46.03,0.57,11.0018115,76.9628425
Delhi,2015-01,5446.41,8586.11,818.17,1144.69,318.35,28.6273928,77.1716954
Delhi,2015-02,4309.7699999999995,6578.31,820.06,1166.39,311.86,28.6273928,77.1716954
Delhi,2015-03,2490.48,4186.38,465.31,755.97,305.78,28.6273928,77.1716954
Delhi,2015-04,2746.87,5639.74,555.32,1328.39,216.55,28.6273928,77.1716954
Delhi,2015-05,3010.39,8402.57,955.85,1905.99,248.26,28.6273928,77.1716954
Delhi,2015-06,2573.31,5553.29,599.14,1755.44,79.65,28.6273928,77.1716954
Delhi,2015-07,1634.71,3863.83,518.41,1329.58,45.13,28.6273928,77.1716954
Delhi,2015-08,1764.92,4841.43,874.04,1354.73,37.19,28.6273928,77.1716954
Delhi,2015-09,2226.7,5800.78,768.29,1311.44,36.589999999999996,28.6273928,77.1716954
Delhi,2015-10,4093.58,8036.9,1447.92,1682.52,64.05,28.6273928,77.1716954
Delhi,2015-11,6831.18,11319.65,2057.36,2234.59,68.51,28.6273928,77.1716954
Delhi,2015-12,5701.08,9527.73,2132.79,2438.82,186.21,28.6273928,77.1716954
Delhi,2016-01,8014.82,12993.02,2087.04,2397.86,69.1,28.6273928,77.1716954
Delhi,2016-02,4204.89,7158.33,1473.3799999999999,2017.78,45.55,28.6273928,77.1716954
Delhi,2016-03,2942.55,4828.96,1254.25,1692.03,45.730000000000004,28.6273928,77.1716954
Delhi,2016-04,3571.29,6722.81,1212.96,1605.85,44.92,28.6273928,77.1716954
Delhi,2016-05,2878.66,6414.68,619.55,1686.28,38.41,28.6273928,77.1716954
Delhi,2016-06,2402.61,5362.79,428.1,1286.17,63.79,28.6273928,77.1716954
Delhi,2016-07,1736.43,3110.58,609.42,1102.32,58.5,28.6273928,77.1716954
Delhi,2016-08,1414.86,3099.15,622.28,1087.41,51.66,28.6273928,77.1716954
Delhi,2016-09,1937.42,5334.4,797.5600000000001,1562.72,38.77,28.6273928,77.1716954
Delhi,2016-10,5202.91,10783.61,3003.89,2855.28,48.2,28.6273928,77.1716954
Delhi,2016-11,9180.57,13564.52,3579.14,3379.87,45.16,28.6273928,77.1716954
Delhi,2016-12,7205.03,12826.24,2881.06,2563.26,39.5,28.6273928,77.1716954
Delhi,2017-01,6182.46,8833.96,2594.7599999999998,2098.95,23.79,28.6273928,77.1716954
Delhi,2017-02,4812.43,8340.17,2228.15,1882.87,20.78,28.6273928,77.1716954
Delhi,2017-03,3386.47,8156.97,1724.82,1812.31,15.93,28.6273928,77.1716954
Delhi,2017-04,3517.96,9063.43,2136.16,2410.14,18.240000000000002,28.6273928,77.1716954
Delhi,2017-05,4018.16,9720.07,1650.2,2158.85,26.32,28.6273928,77.1716954
Delhi,2017-06,1844.98,6194.8,1373.72,2312.27,5.390000000000001,28.6273928,77.1716954
Delhi,2017-07,1076.3600000000001,695.16,861.41,1091.94,0.0,28.6273928,77.1716954
Delhi,2017-08,1085.05,60.15,868.8,1322.39,0.76,28.6273928,77.1716954
Delhi,2017-09,1573.23,2917.41,781.63,801.71,11.85,28.6273928,77.1716954
Delhi,2017-10,4547.55,6854.37,1255.03,1463.89,24.08,28.6273928,77.1716954
Delhi,2017-11,7493.7,10626.87,1462.76,1820.7,54.82,28.6273928,77.1716954
Delhi,2017-12,5869.58,8918.31,1529.93,1755.67,52.72,28.6273928,77.1716954
Delhi,2018-01,5883.35,9308.93,1188.05,1607.28,49.6,28.6273928,77.1716954
Delhi,2018-02,3860.85,7421.8,1114.55,1608.31,40.89,28.6273928,77.1716954
Delhi,2018-03,3077.86,6950.71,929.78,1443.94,38.0,28.6273928,77.1716954
Delhi,2018-04,2714.15,7633.41,801.49,1468.62,42.01,28.6273928,77.1716954
Delhi,2018-05,2742.74,7515.75,823.88,1520.28,46.6,28.6273928,77.1716954
Delhi,2018-06,2428.87,7366.28,353.84000000000003,935.5699999999999,24.73,28.6273928,77.1716954
Delhi,2018-07,1290.9,3182.79,388.9,946.4,26.25,28.6273928,77.1716954
Delhi,2018-08,1272.16,3650.65,523.77,816.59,27.52,28.6273928,77.1716954
Delhi,2018-09,1360.42,3440.56,765.27,895.87,28.1,28.6273928,77.1716954
Delhi,2018-10,4163.94,9149.17,1868.34,1721.6100000000001,56.27,28.6273928,77.1716954
Delhi,2018-11,6069.52,10272.960000000001,1920.26,1811.6299999999999,62.06,28.6273928,77.1716954
Delhi,2018-12,7117.32,11747.23,2642.97,1985.6200000000001,71.55,28.6273928,77.1716954
Delhi,2019-01,6334.76,9921.39,1869.27,1880.81,59.04,28.6273928,77.1716954
Delhi,2019-02,3424.86,5946.63,1026.76,1337.57,37.76,28.6273928,77.1716954
Delhi,2019-03,2608.68,5640.0,917.92,1424.77,36.8,28.6273928,77.1716954
Delhi,2019-04,2469.33,6874.24,870.45,1453.62,40.15,28.6273928,77.1716954
Delhi,2019-05,2782.19,7651.37,990.52,1601.66,42.54,28.6273928,77.1716954
Delhi,2019-06,1915.21,6256.4,593.96,1155.18,34.24,28.6273928,77.1716954
Delhi,2019-07,1448.74,4365.63,449.09,944.35,34.12,28.6273928,77.1716954
Delhi,2019-08,1057.62,2540.66,551.59,941.8,33.66,28.6273928,77.1716954
Delhi,2019-09,1203.98,2905.66,367.59,923.53,28.83,28.6273928,77.1716954
Delhi,2019-10,3833.37,7389.51,1237.75,1486.15,48.02,28.6273928,77.1716954
Delhi,2019-11,6161.81,9433.130000000001,1303.21,1641.66,50.86,28.6273928,77.1716954
Delhi,2019-12,6362.49,9567.83,1543.54,1720.05,54.62,28.6273928,77.1716954
Delhi,2020-01,4870.49,7394.21,1485.33,1475.75,48.68,28.6273928,77.1716954
Delhi,2020-02,3523.04,6376.39,1132.64,1417.8899999999999,37.56,28.6273928,77.1716954
Delhi,2020-03,1782.7,3787.86,680.4399999999999,1047.16,27.32,28.6273928,77.1716954
Delhi,2020-04,1348.2,3146.33,291.3,630.25,23.41,28.6273928,77.1716954
Delhi,2020-05,1718.91,4267.53,302.88,772.02,28.16,28.6273928,77.1716954
Delhi,2020-06,1400.84,3636.2799999999997,253.76,711.8,27.47,28.6273928,77.1716954
Delhi,2020-07,54.01,128.66,6.33,21.05,0.97,28.6273928,77.1716954
Ernakulam,2020-01,440.72,749.2,946.09,99.41,12.01,9.98408,76.2741457
Ernakulam,2020-02,1315.57,2171.4,1820.15,90.98,39.65,9.98408,76.2741457
Ernakulam,2020-03,861.98,1732.28,189.10000000000002,125.07000000000001,43.25,9.98408,76.2741457
Ernakulam,2020-04,532.34,1071.45,346.09,47.83,38.93,9.98408,76.2741457
Ernakulam,2020-05,472.21,1140.9,231.95,0.0,59.75,9.98408,76.2741457
Ernakulam,2020-06,312.57,757.89,127.08,33.01,61.51,9.98408,76.2741457
Ernakulam,2020-07,5.88,13.91,2.58,2.4,2.1,9.98408,76.2741457
Gurugram,2015-11,0.0,0.0,16.990000000000002,32.62,6.47,28.4646148,77.0299194
Gurugram,2015-12,0.0,0.0,313.47,350.69,38.11,28.4646148,77.0299194
Gurugram,2016-01,521.01,0.0,295.58,196.52,19.529999999999998,28.4646148,77.0299194
Gurugram,2016-02,1819.34,0.0,223.0,291.78,22.9,28.4646148,77.0299194
Gurugram,2016-03,4928.49,0.0,262.77,691.84,21.93,28.4646148,77.0299194
Gurugram,2016-04,2791.61,0.0,356.46999999999997,1140.88,46.97,28.4646148,77.0299194
Gurugram,2016-05,2832.85,0.0,61.089999999999996,249.21,35.01,28.4646148,77.0299194
Gurugram,2016-06,1896.52,0.0,72.29,189.39000000000001,10.23,28.4646148,77.0299194
Gurugram,2016-07,963.1899999999999,0.0,100.89,218.47,11.32,28.4646148,77.0299194
Gurugram,2016-08,1029.0,0.0,72.22,123.74,8.61,28.4646148,77.0299194
Gurugram,2016-09,1358.94,0.0,0.0,0.0,12.89,28.4646148,77.0299194
Gurugram,2016-10,2928.45,0.0,712.55,561.4399999999999,15.39,28.4646148,77.0299194
Gurugram,2016-11,6412.2,0.0,236.62,304.78000000000003,4.680000000000001,28.4646148,77.0299194
Gurugram,2016-12,6801.03,0.0,237.79,318.7,193.54,28.4646148,77.0299194
Gurugram,2017-01,6685.33,0.0,182.39,306.95,368.27,28.4646148,77.0299194
Gurugram,2017-02,4191.12,0.0,414.45,626.13,19.44,28.4646148,77.0299194
Gurugram,2017-03,2925.79,0.0,188.7,461.86,18.18,28.4646148,77.0299194
Gurugram,2017-04,5015.74,0.0,118.53,322.62,17.47,28.4646148,77.0299194
Gurugram,2017-05,5651.35,0.0,448.17,817.41,15.36,28.4646148,77.0299194
Gurugram,2017-06,5605.33,0.0,187.34,437.95,13.32,28.4646148,77.0299194
Gurugram,2017-07,7105.7,0.0,314.13,444.0,18.23,28.4646148,77.0299194
Gurugram,2017-08,3036.36,0.0,174.26,877.62,25.919999999999998,28.4646148,77.0299194
Gurugram,2017-09,2086.0,0.0,76.57,697.16,30.79,28.4646148,77.0299194
Gurugram,2017-10,3704.45,0.0,257.74,774.09,25.869999999999997,28.4646148,77.0299194
Gurugram,2017-11,6427.6900000000005,0.0,376.26,689.68,61.1,28.4646148,77.0299194
Gurugram,2017-12,4647.64,395.4,439.48,616.37,50.980000000000004,28.4646148,77.0299194
Gurugram,2018-01,5740.91,6862.62,954.38,678.08,62.46,28.4646148,77.0299194
Gurugram,2018-02,2587.5,4405.62,710.56,497.12,26.23,28.4646148,77.0299194
Gurugram,2018-03,2448.32,5323.38,586.02,1297.62,29.93,28.4646148,77.0299194
Gurugram,2018-04,1865.56,4532.74,718.13,581.27,38.06,28.4646148,77.0299194
Gurugram,2018-05,3362.29,6360.44,436.06,759.55,11.51,28.4646148,77.0299194
Gurugram,2018-06,4462.45,1086.98,334.59000000000003,722.58,22.34,28.4646148,77.0299194
Gurugram,2018-07,1714.9,0.0,266.75,744.8,21.62,28.4646148,77.0299194
Gurugram,2018-08,2085.4,0.0,347.22,583.8199999999999,17.61,28.4646148,77.0299194
Gurugram,2018-09,1940.27,210.02,705.31,630.52,12.43,28.4646148,77.0299194
Gurugram,2018-10,4849.8,7882.53,1375.53,1363.01,32.34,28.4646148,77.0299194
Gurugram,2018-11,4990.34,8356.39,1644.07,1080.43,27.21,28.4646148,77.0299194
Gurugram,2018-12,4639.02,8225.77,2271.47,1535.75,23.96,28.4646148,77.0299194
Gurugram,2019-01,4523.71,7643.32,1373.19,1095.99,51.25,28.4646148,77.0299194
Gurugram,2019-02,2285.45,4697.24,828.26,1684.1200000000001,24.82,28.4646148,77.0299194
Gurugram,2019-03,2069.72,5004.19,366.4,346.63,8.76,28.4646148,77.0299194
Gurugram,2019-04,2647.29,6928.56,665.8,421.33,16.240000000000002,28.4646148,77.0299194
Gurugram,2019-05,3047.93,6717.69,699.08,699.08,19.01,28.4646148,77.0299194
Gurugram,2019-06,2467.58,2286.57,492.53,994.96,12.85,28.4646148,77.0299194
Gurugram,2019-07,1609.14,3777.2599999999998,403.2,372.6,15.42,28.4646148,77.0299194
Gurugram,2019-08,1062.57,1846.33,232.39,268.34,13.77,28.4646148,77.0299194
Gurugram,2019-09,1148.41,2314.51,263.41,272.25,32.0,28.4646148,77.0299194
Gurugram,2019-10,3273.3,5327.61,769.61,1036.21,45.92,28.4646148,77.0299194
Gurugram,2019-11,5458.51,8583.38,714.57,1424.48,35.65,28.4646148,77.0299194
Gurugram,2019-12,4673.83,8343.17,958.84,1289.32,54.18,28.4646148,77.0299194
